Metric,permalink,auditComment,类型,Link,vendor judgement,结果分析,AI judgement,Status,AI reason,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42309&build=25102303536272&hitid=388210196&judgeid=448767,,NAS,Link,NeedDiscussion,第3步judge在截图中没有截到连接电脑电源的部分，所以无法判断是否连接，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404054247&hitid=356628524&judgeid=3225787,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403315706&hitid=474330472&judgeid=3296769,,NAS,Link,NeedDiscussion,第4步中先后点击勾号加号属于多步骤操作，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403422713&hitid=396458118&judgeid=2381688,,NAS,Link,NeedDiscussion,最后一步通过图片无法验证是否悬浮，选needdiscussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403488406&hitid=474330794&judgeid=2945369,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403527603&hitid=356628338&judgeid=2955981,,NAS,Link,NeedDiscussion,步骤四让重复前面的步骤，通过图片无法验证judge是否重复步骤 1、2、3 共 5 次，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42419&build=25102503314401&hitid=477076864&judgeid=2758859,,NAS,Link,NeedDiscussion,第三步多步骤，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404021469&hitid=396459832&judgeid=2381688,,NAS,Link,Spam ,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404021469&hitid=396459846&judgeid=2381688,,NAS,Link,Spam ,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41289&build=25092209074169&hitid=356569614&judgeid=3008940,,NAS,Link,Spam ,截图虽然不完全一致，但是与步骤无关，无意义操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41350&build=25092403339251&hitid=395817224&judgeid=2381688,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41373&build=14121100000004&hitid=384326568&judgeid=2814231,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41375&build=14121100000003&hitid=395838013&judgeid=3193974,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41408&build=14121100000004&hitid=384326591&judgeid=1748023,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41423&build=14121100000003&hitid=395838013&judgeid=1748023,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41183&build=25092107483587&hitid=469320073&judgeid=3152645,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41183&build=25092108453000&hitid=394197652&judgeid=2909415,,NAS,Link,Spam,截图不完全一致，但是属于页面加载过程中的截图，无意义操作，选择spam,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,, ,,,,,,
